match,player_name,market_name,line,over_price,agency,under_price
Minnesota Wild v Pittsburgh Penguins,Rickard Rakell,Player Assists,0.5,2.6,Pinnacle,1.434
Minnesota Wild v Pittsburgh Penguins,Ryan Hartman,Player Assists,0.5,3.86,Pinnacle,1.202
Minnesota Wild v Pittsburgh Penguins,Sidney Crosby,Player Assists,0.5,1.943,Pinnacle,1.793
Minnesota Wild v Pittsburgh Penguins,Tommy Novak,Player Assists,0.5,3.98,Pinnacle,1.189
Minnesota Wild v Pittsburgh Penguins,Vinnie Hinostroza,Player Assists,0.5,4.1,Pinnacle,1.2
New York Rangers v Columbus Blue Jackets,Adam Fantilli,Player Assists,0.5,2.8,Pinnacle,1.454
New York Rangers v Columbus Blue Jackets,Alexis Lafreniere,Player Assists,0.5,2.74,Pinnacle,1.401
New York Rangers v Columbus Blue Jackets,Artemi Panarin,Player Assists,0.5,1.781,Pinnacle,1.961
New York Rangers v Columbus Blue Jackets,Boone Jenner,Player Assists,0.5,3.47,Pinnacle,1.25
New York Rangers v Columbus Blue Jackets,Chris Kreider,Player Assists,0.5,3.97,Pinnacle,1.19
New York Rangers v Columbus Blue Jackets,Dmitri Voronkov,Player Assists,0.5,3.2,Pinnacle,1.357
New York Rangers v Columbus Blue Jackets,J.T. Miller,Player Assists,0.5,2,Pinnacle,1.746
New York Rangers v Columbus Blue Jackets,K'Andre Miller,Player Assists,0.5,3.13,Pinnacle,1.307
New York Rangers v Columbus Blue Jackets,Kent Johnson,Player Assists,0.5,2.8,Pinnacle,1.381
New York Rangers v Columbus Blue Jackets,Kirill Marchenko,Player Assists,0.5,2.45,Pinnacle,1.497
New York Rangers v Columbus Blue Jackets,Mika Zibanejad,Player Assists,0.5,2.21,Pinnacle,1.609
New York Rangers v Columbus Blue Jackets,Vincent Trocheck,Player Assists,0.5,2.2,Pinnacle,1.606
New York Rangers v Columbus Blue Jackets,Will Cuylle,Player Assists,0.5,3.8,Pinnacle,1.222
New York Rangers v Columbus Blue Jackets,Yegor Chinakhov,Player Assists,0.5,4.12,Pinnacle,1.176
New York Rangers v Columbus Blue Jackets,Zach Werenski,Player Assists,0.5,1.819,Pinnacle,1.909
Philadelphia Flyers v New Jersey Devils,Bobby Brink,Player Assists,0.5,3.76,Pinnacle,1.213
Philadelphia Flyers v New Jersey Devils,Dawson Mercer,Player Assists,0.5,3.47,Pinnacle,1.251
Philadelphia Flyers v New Jersey Devils,Jesper Bratt,Player Assists,0.5,1.813,Pinnacle,1.925
Philadelphia Flyers v New Jersey Devils,Luke Hughes,Player Assists,0.5,2.41,Pinnacle,1.512
Philadelphia Flyers v New Jersey Devils,Matvei Michkov,Player Assists,0.5,2.61,Pinnacle,1.438
Philadelphia Flyers v New Jersey Devils,Nico Hischier,Player Assists,0.5,2.26,Pinnacle,1.584
Philadelphia Flyers v New Jersey Devils,Noah Cates,Player Assists,0.5,3.33,Pinnacle,1.271
Philadelphia Flyers v New Jersey Devils,Ondrej Palat,Player Assists,0.5,3.7,Pinnacle,1.219
Philadelphia Flyers v New Jersey Devils,Owen Tippett,Player Assists,0.5,3.71,Pinnacle,1.233
Philadelphia Flyers v New Jersey Devils,Rasmus Ristolainen,Player Assists,0.5,3.1,Pinnacle,1.37
Philadelphia Flyers v New Jersey Devils,Sean Couturier,Player Assists,0.5,3.43,Pinnacle,1.256
Philadelphia Flyers v New Jersey Devils,Stefan Noesen,Player Assists,0.5,3.32,Pinnacle,1.273
Philadelphia Flyers v New Jersey Devils,Timo Meier,Player Assists,0.5,2.61,Pinnacle,1.438
Philadelphia Flyers v New Jersey Devils,Travis Konecny,Player Assists,0.5,2.25,Pinnacle,1.591
Philadelphia Flyers v New Jersey Devils,Travis Sanheim,Player Assists,0.5,3.79,Pinnacle,1.282
Philadelphia Flyers v New Jersey Devils,Tyson Foerster,Player Assists,0.5,3.62,Pinnacle,1.23
Washington Capitals v Seattle Kraken,Alex Ovechkin,Player Assists,0.5,2.43,Pinnacle,1.507
Washington Capitals v Seattle Kraken,Aliaksei Protas,Player Assists,0.5,2.83,Pinnacle,1.375
Washington Capitals v Seattle Kraken,Brandon Montour,Player Assists,0.5,3.4,Pinnacle,1.285
Washington Capitals v Seattle Kraken,Chandler Stephenson,Player Assists,0.5,3.3,Pinnacle,1.294
Washington Capitals v Seattle Kraken,Connor McMichael,Player Assists,0.5,3,Pinnacle,1.344
Washington Capitals v Seattle Kraken,Dylan Strome,Player Assists,0.5,1.925,Pinnacle,1.806
Washington Capitals v Seattle Kraken,Jaden Schwartz,Player Assists,0.5,3.41,Pinnacle,1.259
Washington Capitals v Seattle Kraken,Jakob Chychrun,Player Assists,0.5,2.95,Pinnacle,1.357
Washington Capitals v Seattle Kraken,John Carlson,Player Assists,0.5,2.17,Pinnacle,1.729
Washington Capitals v Seattle Kraken,Jordan Eberle,Player Assists,0.5,3.85,Pinnacle,1.203
Washington Capitals v Seattle Kraken,Matty Beniers,Player Assists,0.5,3.34,Pinnacle,1.271
Washington Capitals v Seattle Kraken,Pierre-Luc Dubois,Player Assists,0.5,2.19,Pinnacle,1.625
Washington Capitals v Seattle Kraken,Rasmus Sandin,Player Assists,0.5,3.8,Pinnacle,1.222
Washington Capitals v Seattle Kraken,Shane Wright,Player Assists,0.5,3.4,Pinnacle,1.285
Washington Capitals v Seattle Kraken,Tom Wilson,Player Assists,0.5,2.4,Pinnacle,1.526
