match,market_name,player_name,line,over_price,under_price,agency
Calgary Flames v Vegas Golden Knights,Player Assists,Jack Eichel,0.5,1.8,1.95,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Jonathan Huberdeau,0.5,2.45,1.52,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Mackenzie Weegar,0.5,2.25,1.6,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Mark Stone,0.5,2,1.75,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Matt Coronato,0.5,3.25,1.3,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Morgan Frost,0.5,3.1,1.33,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Nazem Kadri,0.5,2.45,1.5,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Noah Hanifin,0.5,2.6,1.46,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Pavel Dorofeyev,0.5,3.1,1.33,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,Shea Theodore,0.5,2.4,1.55,Neds
Calgary Flames v Vegas Golden Knights,Player Assists,William Karlsson,0.5,2.7,1.42,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Bryan Rust,0.5,2.5,1.48,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Erik Karlsson,0.5,2.65,1.44,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Jason Robertson,0.5,2.05,1.72,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Kris Letang,0.5,3.5,1.26,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Mason Marchment,0.5,3.05,1.35,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Matt Duchene,0.5,2.2,1.62,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Matt Grzelcyk,0.5,3.1,1.33,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Mikael Granlund,0.5,2.5,1.48,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Mikko Rantanen,0.5,2,1.75,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Rickard Rakell,0.5,2.8,1.4,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Roope Hintz,0.5,2.1,1.7,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Sidney Crosby,0.5,2.05,1.72,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Thomas Harley,0.5,2.1,1.6800000000000002,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Ville Koivunen,0.5,3.9,1.24,Neds
Dallas Stars v Pittsburgh Penguins,Player Assists,Wyatt Johnston,0.5,2.45,1.52,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Alexander Newhook,0.5,3.7,1.25,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Bobby Brink,0.5,3.1,1.33,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Brendan Gallagher,0.5,3.5,1.26,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Cole Caufield,0.5,2.4,1.55,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Jamie Drysdale,0.5,3.6,1.26,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Juraj Slafkovsky,0.5,2.3,1.58,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Lane Hutson,0.5,1.7,2.1,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Matvei Michkov,0.5,2.5,1.5,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Mike Matheson,0.5,2.8,1.4,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Nick Suzuki,0.5,1.72,2.05,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Noah Cates,0.5,3.7,1.25,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Owen Tippett,0.5,3.7,1.25,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Patrik Laine,0.5,2.65,1.44,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Sean Couturier,0.5,2.8,1.4,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Travis Konecny,0.5,2.4,1.55,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Travis Sanheim,0.5,3.4,1.28,Neds
Montreal Canadiens v Philadelphia Flyers,Player Assists,Tyson Foerster,0.5,3.4,1.3,Neds
New Jersey Devils v New York Rangers,Player Assists,Adam Fox,0.5,1.95,1.8,Neds
New Jersey Devils v New York Rangers,Player Assists,Alexis Lafreniere,0.5,3.25,1.3,Neds
New Jersey Devils v New York Rangers,Player Assists,Artemi Panarin,0.5,1.94,1.8,Neds
New Jersey Devils v New York Rangers,Player Assists,Chris Kreider,0.5,3.9,1.22,Neds
New Jersey Devils v New York Rangers,Player Assists,Dawson Mercer,0.5,3.25,1.3,Neds
New Jersey Devils v New York Rangers,Player Assists,Gabe Perreault,0.5,4,1.22,Neds
New Jersey Devils v New York Rangers,Player Assists,J.T. Miller,0.5,2.3,1.5699999999999998,Neds
New Jersey Devils v New York Rangers,Player Assists,Jesper Bratt,0.5,1.67,2.15,Neds
New Jersey Devils v New York Rangers,Player Assists,K'Andre Miller,0.5,3.3,1.3,Neds
New Jersey Devils v New York Rangers,Player Assists,Luke Hughes,0.5,2.05,1.72,Neds
New Jersey Devils v New York Rangers,Player Assists,Mika Zibanejad,0.5,2.6,1.46,Neds
New Jersey Devils v New York Rangers,Player Assists,Nico Hischier,0.5,2.2,1.6400000000000001,Neds
New Jersey Devils v New York Rangers,Player Assists,Stefan Noesen,0.5,3.05,1.35,Neds
New Jersey Devils v New York Rangers,Player Assists,Timo Meier,0.5,2.7,1.42,Neds
New Jersey Devils v New York Rangers,Player Assists,Vincent Trocheck,0.5,2.45,1.52,Neds
New Jersey Devils v New York Rangers,Player Assists,Will Cuylle,0.5,4.1,1.22,Neds
Ottawa Senators v Florida Panthers,Player Assists,Anton Lundell,0.5,2.8,1.4,Neds
Ottawa Senators v Florida Panthers,Player Assists,Brad Marchand,0.5,2.6,1.46,Neds
Ottawa Senators v Florida Panthers,Player Assists,Carter Verhaeghe,0.5,3.1,1.33,Neds
Ottawa Senators v Florida Panthers,Player Assists,Claude Giroux,0.5,2.9,1.38,Neds
Ottawa Senators v Florida Panthers,Player Assists,Drake Batherson,0.5,2.5,1.48,Neds
Ottawa Senators v Florida Panthers,Player Assists,Dylan Cozens,0.5,2.95,1.3599999999999999,Neds
Ottawa Senators v Florida Panthers,Player Assists,Gustav Forsling,0.5,3.4,1.28,Neds
Ottawa Senators v Florida Panthers,Player Assists,Jake Sanderson,0.5,2.2,1.62,Neds
Ottawa Senators v Florida Panthers,Player Assists,Mackie Samoskevich,0.5,2.8,1.4,Neds
Ottawa Senators v Florida Panthers,Player Assists,Sam Bennett,0.5,2.45,1.52,Neds
Ottawa Senators v Florida Panthers,Player Assists,Sam Reinhart,0.5,1.98,1.77,Neds
Ottawa Senators v Florida Panthers,Player Assists,Seth Jones,0.5,2.2,1.6400000000000001,Neds
Ottawa Senators v Florida Panthers,Player Assists,Thomas Chabot,0.5,2.9,1.38,Neds
Ottawa Senators v Florida Panthers,Player Assists,Tim Stutzle,0.5,1.95,1.8,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Alexander Wennberg,0.5,2.7,1.42,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Brandon Montour,0.5,2.4,1.53,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Chandler Stephenson,0.5,2.35,1.5699999999999998,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Collin Graf,0.5,3.4,1.28,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Jani Nyman,0.5,3.35,1.3,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Jared McCann,0.5,2.35,1.55,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Jordan Eberle,0.5,2.6,1.45,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Kaapo Kakko,0.5,2.95,1.3599999999999999,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Macklin Celebrini,0.5,2.3,1.5699999999999998,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Mario Ferraro,0.5,3.5,1.26,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Matty Beniers,0.5,2.6,1.46,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Shane Wright,0.5,3.05,1.35,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Timothy Liljegren,0.5,3.1,1.33,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Tyler Toffoli,0.5,2.7,1.42,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Vince Dunn,0.5,2.15,1.67,Neds
San Jose Sharks v Seattle Kraken,Player Assists,Will Smith,0.5,2.7,1.42,Neds
San Jose Sharks v Seattle Kraken,Player Assists,William Eklund,0.5,2.15,1.6400000000000001,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Artturi Lehkonen,0.5,2.7,1.44,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Brayden Schenn,0.5,2.8,1.4,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Brock Nelson,0.5,2.5,1.5,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Cale Makar,0.5,1.6400000000000001,2.2,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Cam Fowler,0.5,2.6,1.46,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Devon Toews,0.5,2.5,1.5,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Jake Neighbours,0.5,3.4,1.28,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Jordan Kyrou,0.5,2.5,1.48,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Justin Faulk,0.5,2.9,1.38,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Nathan MacKinnon,0.5,1.5,2.45,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Pavel Buchnevich,0.5,2.5,1.48,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Robert Thomas,0.5,1.83,1.9,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Valeri Nichushkin,0.5,2.3,1.5699999999999998,Neds
St. Louis Blues v Colorado Avalanche,Player Assists,Zack Bolduc,0.5,3.7,1.25,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Adam Fantilli,0.5,3.4,1.28,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Auston Matthews,0.5,1.9100000000000001,1.83,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Bobby McMann,0.5,3.5,1.26,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Boone Jenner,0.5,3.05,1.35,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,John Tavares,0.5,2.25,1.6,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Kirill Marchenko,0.5,2.65,1.44,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Matthew Knies,0.5,2.45,1.52,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Max Domi,0.5,3.9,1.24,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Mitch Marner,0.5,1.65,2.15,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Morgan Rielly,0.5,2.6,1.46,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Oliver Ekman-Larsson,0.5,3.35,1.3,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Sean Monahan,0.5,2.3,1.58,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,William Nylander,0.5,2.2,1.62,Neds
Toronto Maple Leafs v Columbus Blue Jackets,Player Assists,Zach Werenski,0.5,1.94,1.8,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Alex Iafallo,0.5,3.1,1.33,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Barrett Hayton,0.5,3.5,1.26,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Clayton Keller,0.5,2.15,1.67,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Cole Perfetti,0.5,3.05,1.35,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Dylan Guenther,0.5,2.9,1.38,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Josh Morrissey,0.5,2.1,1.6800000000000002,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Kyle Connor,0.5,1.94,1.8,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Logan Cooley,0.5,2.75,1.42,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Mark Scheifele,0.5,2,1.75,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Mikhail Sergachev,0.5,2.5,1.48,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Nick Schmaltz,0.5,2.7,1.42,Neds
Utah Hockey Club v Winnipeg Jets,Player Assists,Vladislav Namestnikov,0.5,3.6,1.26,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Alex Killorn,0.5,3.9,1.22,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Brock Boeser,0.5,2.4,1.55,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Conor Garland,0.5,2.75,1.42,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Cutter Gauthier,0.5,3.6,1.26,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Filip Hronek,0.5,2.5,1.5,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Frank Vatrano,0.5,3.7,1.25,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Jackson LaCombe,0.5,2.6,1.46,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Jake DeBrusk,0.5,2.7,1.42,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Kiefer Sherwood,0.5,3.25,1.3,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Leo Carlsson,0.5,2.8,1.4,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Mason McTavish,0.5,2.6,1.46,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Pius Suter,0.5,2.45,1.52,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Quinn Hughes,0.5,1.5699999999999998,2.35,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Ryan Strome,0.5,3.4,1.28,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Trevor Zegras,0.5,2.7,1.42,Neds
Vancouver Canucks v Anaheim Ducks,Player Assists,Troy Terry,0.5,2.7,1.42,Neds
