match,player_name,market_name,line,over_price,agency,under_price
Pittsburgh Penguins v Ottawa Senators,Brady Tkachuk,Player Shots on Goal,3.5,2.09,Pinnacle,1.689
Pittsburgh Penguins v Ottawa Senators,Bryan Rust,Player Shots on Goal,2.5,1.813,Pinnacle,1.925
Pittsburgh Penguins v Ottawa Senators,David Perron,Player Shots on Goal,1.5,1.98,Pinnacle,1.769
Pittsburgh Penguins v Ottawa Senators,Drake Batherson,Player Shots on Goal,1.5,1.5,Pinnacle,2.45
Pittsburgh Penguins v Ottawa Senators,Dylan Cozens,Player Shots on Goal,2.5,2.16,Pinnacle,1.645
Pittsburgh Penguins v Ottawa Senators,Erik Karlsson,Player Shots on Goal,2.5,2.41,Pinnacle,1.515
Pittsburgh Penguins v Ottawa Senators,Fabian Zetterlund,Player Shots on Goal,1.5,1.757,Pinnacle,1.99
Pittsburgh Penguins v Ottawa Senators,Jake Sanderson,Player Shots on Goal,1.5,1.492,Pinnacle,2.47
Pittsburgh Penguins v Ottawa Senators,Kris Letang,Player Shots on Goal,1.5,1.578,Pinnacle,2.27
Pittsburgh Penguins v Ottawa Senators,Rickard Rakell,Player Shots on Goal,2.5,2.32,Pinnacle,1.555
Pittsburgh Penguins v Ottawa Senators,Shane Pinto,Player Shots on Goal,1.5,1.735,Pinnacle,2.02
Pittsburgh Penguins v Ottawa Senators,Sidney Crosby,Player Shots on Goal,2.5,1.934,Pinnacle,1.806
Pittsburgh Penguins v Ottawa Senators,Thomas Chabot,Player Shots on Goal,1.5,1.502,Pinnacle,2.44
Pittsburgh Penguins v Ottawa Senators,Tim Stutzle,Player Shots on Goal,1.5,1.666,Pinnacle,2.12
Washington Capitals v Buffalo Sabres,Alex Ovechkin,Player Shots on Goal,3.5,1.854,Pinnacle,1.884
Washington Capitals v Buffalo Sabres,Alex Tuch,Player Shots on Goal,1.5,1.512,Pinnacle,2.55
Washington Capitals v Buffalo Sabres,Connor McMichael,Player Shots on Goal,1.5,1.666,Pinnacle,2.12
Washington Capitals v Buffalo Sabres,JJ Peterka,Player Shots on Goal,2.5,2.5,Pinnacle,1.478
Washington Capitals v Buffalo Sabres,Jakob Chychrun,Player Shots on Goal,2.5,2.17,Pinnacle,1.625
Washington Capitals v Buffalo Sabres,Jiri Kulich,Player Shots on Goal,1.5,1.709,Pinnacle,2.05
Washington Capitals v Buffalo Sabres,John Carlson,Player Shots on Goal,1.5,1.649,Pinnacle,2.15
Washington Capitals v Buffalo Sabres,Pierre-Luc Dubois,Player Shots on Goal,1.5,1.68,Pinnacle,2.1
Washington Capitals v Buffalo Sabres,Tage Thompson,Player Shots on Goal,2.5,1.628,Pinnacle,2.18
Washington Capitals v Buffalo Sabres,Tom Wilson,Player Shots on Goal,1.5,1.571,Pinnacle,2.29
Winnipeg Jets v Vancouver Canucks,Brock Boeser,Player Shots on Goal,1.5,1.543,Pinnacle,2.35
Winnipeg Jets v Vancouver Canucks,Cole Perfetti,Player Shots on Goal,1.5,2,Pinnacle,1.751
Winnipeg Jets v Vancouver Canucks,Conor Garland,Player Shots on Goal,1.5,1.531,Pinnacle,2.37
Winnipeg Jets v Vancouver Canucks,Jake DeBrusk,Player Shots on Goal,1.5,1.552,Pinnacle,2.33
Winnipeg Jets v Vancouver Canucks,Josh Morrissey,Player Shots on Goal,2.5,2.55,Pinnacle,1.515
Winnipeg Jets v Vancouver Canucks,Kyle Connor,Player Shots on Goal,2.5,1.714,Pinnacle,2.06
Winnipeg Jets v Vancouver Canucks,Mark Scheifele,Player Shots on Goal,1.5,1.657,Pinnacle,2.14
Winnipeg Jets v Vancouver Canucks,Nikolaj Ehlers,Player Shots on Goal,2.5,1.99,Pinnacle,1.763
Winnipeg Jets v Vancouver Canucks,Pius Suter,Player Shots on Goal,1.5,1.862,Pinnacle,1.877
Winnipeg Jets v Vancouver Canucks,Quinn Hughes,Player Shots on Goal,2.5,2.06,Pinnacle,1.704
